"Level";"Country";"State";"County";"Place";"Longitude";"Latitude";"ZoomLevel";"Icon"
2;France;Picardie;Aisne;;E3.64;N49.58;9;
3;France;Picardie;Aisne;Abbécourt 02001;E3.1833;N49.6000;13;
3;France;Picardie;Aisne;Achery 02002;E3.3833;N49.6833;13;
3;France;Picardie;Aisne;Acy 02003;E3.4130;N49.3465;13;
3;France;Picardie;Aisne;Agnicourt-et-Séchelles 02004;E3.9500;N49.7167;13;
3;France;Picardie;Aisne;Aguilcourt 02005;E3.9667;N49.4000;13;
3;France;Picardie;Aisne;Aisonville-et-Bernoville 02006;E3.5333;N49.9333;13;
3;France;Picardie;Aisne;Aizelles 02007;E3.8167;N49.4833;13;
3;France;Picardie;Aisne;Aizy-Jouy 02008;E3.5161;N49.4354;13;
3;France;Picardie;Aisne;Alaincourt 02009;E3.3667;N49.7500;13;
3;France;Picardie;Aisne;Allemant 02010;E3.4500;N49.4667;13;
3;France;Picardie;Aisne;Ambleny 02011;E3.1833;N49.3833;13;
3;France;Picardie;Aisne;Ambrief 02012;E3.4000;N49.3167;13;
3;France;Picardie;Aisne;Amifontaine 02013;E3.9167;N49.4833;13;
3;France;Picardie;Aisne;Amigny-Rouy 02014;E3.3000;N49.6000;13;
3;France;Picardie;Aisne;Ancienville 02015;E3.2167;N49.2167;13;
3;France;Picardie;Aisne;Andelain 02016;E3.3667;N49.6333;13;
3;France;Picardie;Aisne;Anguilcourt-le-Sart 02017;E3.4333;N49.6833;13;
3;France;Picardie;Aisne;Anizy-le-Château 02018;E3.4500;N49.5000;13;
3;France;Picardie;Aisne;Annois 02019;E3.1667;N49.7167;13;
3;France;Picardie;Aisne;Any-Martin-Rieux 02020;E4.2165;N49.8833;13;
3;France;Picardie;Aisne;Archon 02021;E4.1167;N49.7417;13;
3;France;Picardie;Aisne;Arcy-Sainte-Restitue 02022;E3.4667;N49.2500;13;
3;France;Picardie;Aisne;Armentières-sur-Ourcq 02023;E3.3833;N49.1833;13;
3;France;Picardie;Aisne;Arrancy 02024;E3.7500;N49.4833;13;
3;France;Picardie;Aisne;Artemps 02025;E3.1833;N49.7667;13;
3;France;Picardie;Aisne;Artonges 02026;E3.5500;N48.9333;13;
3;France;Picardie;Aisne;Assis-sur-Serre 02027;E3.5667;N49.6833;13;
3;France;Picardie;Aisne;Athies-sous-Laon 02028;E3.6833;N49.5667;13;
3;France;Picardie;Aisne;Attilly 02029;E3.1667;N49.8500;13;
3;France;Picardie;Aisne;Aubencheul-aux-Bois 02030;E3.2667;N50.0333;13;
3;France;Picardie;Aisne;Aubenton 02031;E4.2000;N49.8333;13;
3;France;Picardie;Aisne;Aubigny-aux-Kaisnes 02032;E3.1167;N49.7833;13;
