1;België;Somzée;;;E4.4831640000;N50.2950670000;9;
1;België;Rognée;;;E4.3890380000;N50.2696670000;9;
1;België;Laneffe;;;E4.4942980000;N50.2775920000;9;
1;België;Gourdinne;;;E4.4562300000;N50.2901210000;9;
1;België;Berzée;;;E4.3991600000;N50.2906720000;9;
1;België;Yves-Gomezée;;;E4.4942940000;N50.2394220000;9;
1;België;Walcourt;;;E4.4316900000;N50.2517270000;9;
1;België;Vogenée;;;E4.4523070000;N50.2389290000;9;
1;België;Pry;;;E4.4292600000;N50.2702050000;9;
1;België;Fraire;;;E4.5075510000;N50.2613260000;9;
1;België;Fontenelle;;;E4.3820440000;N50.2480930000;9;
1;België;Clermont, Namur;;;E4.3166530000;N50.2602510000;9;
1;België;Chastrès;;;E4.4594300000;N50.2649870000;9;
1;België;Castillon;;;E4.3535680000;N50.2469600000;9;
1;België;Stave;;;E4.6595390000;N50.2823370000;9;
1;België;Ermeton-sur-Biert;;;E4.7190520000;N50.2976310000;9;
1;België;Furnaux;;;E4.7049740000;N50.3080630000;9;
1;België;Saint-Gérard;;;E4.7402040000;N50.3459590000;9;
1;België;Oret;;;E4.6155650000;N50.2998710000;9;
1;België;Mettet;;;E4.6579480000;N50.3201540000;9;
1;België;Graux;;;E4.7188070000;N50.3256280000;9;
1;België;Biesmerée;;;E4.6800580000;N50.2972760000;9;
1;België;Biesme;;;E4.6084740000;N50.3341410000;9;
1;België;Villers-Deux-Eglises;;;E4.4827130000;N50.1895480000;9;
1;België;Soumoy;;;E4.4374720000;N50.1893200000;9;
1;België;Silenrieux;;;E4.4101530000;N50.2247690000;9;
1;België;Senzeille;;;E4.4654510000;N50.1773950000;9;
1;België;Daussois;;;E4.4538610000;N50.2215800000;9;
1;België;Cerfontaine;;;E4.4123060000;N50.1706980000;9;
1;België;Thy-le-Bauduin;;;E4.5236970000;N50.2951270000;9;
1;België;Morialmé;;;E4.5658950000;N50.2750470000;9;
1;België;Hanzinne;;;E4.5431970000;N50.3100160000;9;
1;België;Hanzinelle;;;E4.5564460000;N50.2960690000;9;
1;België;Saint-Aubin;;;E4.5775600000;N50.2480440000;9;
1;België;Rosée;;;E4.6867740000;N50.2321290000;9;
1;België;Morville;;;E4.7449910000;N50.2334590000;9;
1;België;Hemptinne-lez-Florennes;;;E4.5626700000;N50.2285440000;9;
1;België;Florennes;;;E4.6037450000;N50.2508160000;9;
1;België;Flavion;;;E4.7123050000;N50.2492810000;9;
1;België;Corenne;;;E4.6787670000;N50.2522480000;9;
1;België;Vodecée;;;E4.5922910000;N50.1973840000;9;
1;België;Villers-le-Gambon;;;E4.6080560000;N50.1901290000;9;
1;België;Villers-en-Fagne;;;E4.5839370000;N50.1465040000;9;
1;België;Surice;;;E4.6959880000;N50.1820680000;9;
1;België;Sautour;;;E4.5608150000;N50.1683290000;9;
1;België;Sart-en-Fagne;;;E4.6192910000;N50.1577420000;9;
1;België;Samart;;;E4.5334510000;N50.1776300000;9;
1;België;Romedenne;;;E4.6975300000;N50.1722970000;9;
1;België;Roly;;;E4.5394750000;N50.1354100000;9;
1;België;Philippeville;;;E4.5450760000;N50.1959600000;9;
1;België;Omezée;;;E4.6989400000;N50.1933780000;9;
1;België;Neuville (Philippeville);;;E4.5261180000;N50.1749440000;9;
1;België;Merlemont;;;E4.6069360000;N50.1730940000;9;
1;België;Jamiolle;;;E4.5077450000;N50.2124270000;9;
1;België;Jamagne;;;E4.5314060000;N50.2182090000;9;
1;België;Franchimont;;;E4.6406820000;N50.1904420000;9;
1;België;Fagnolle;;;E4.5699780000;N50.1051440000;9;
1;België;Sovet;;;E5.0352070000;N50.2955560000;9;
1;België;Serinchamps;;;E5.2344470000;N50.2317960000;9;
1;België;Pessoux;;;E5.1709300000;N50.2831200000;9;
1;België;Leignon;;;E5.1097200000;N50.2699200000;9;
1;België;Haversin;;;E5.1957760000;N50.2491620000;9;
1;België;Conneux;;;E5.0593660000;N50.2477880000;9;
1;België;Ciney;;;E5.1003880000;N50.2963720000;9;
1;België;Chevetogne;;;E5.1196680000;N50.2229560000;9;
1;België;Braibant;;;E5.0621490000;N50.3128890000;9;
1;België;Achêne;;;E5.0446250000;N50.2666160000;9;
1;België;Wavreille;;;E5.2484130000;N50.1210660000;9;
1;België;Villers-sur-Lesse;;;E5.1130060000;N50.1519740000;9;
1;België;Rochefort;;;E5.2222340000;N50.1615790000;9;
1;België;Mont-Gauthier;;;E5.1212390000;N50.2092960000;9;
1;België;Lessive;;;E5.1487730000;N50.1397560000;9;
1;België;Lavaux-Sainte-Anne;;;E5.0932180000;N50.1147160000;9;
1;België;Jemelle;;;E5.2611050000;N50.1617890000;9;
1;België;Han-sur-Lesse;;;E5.1872830000;N50.1255150000;9;
1;België;Eprave;;;E5.1618970000;N50.1410340000;9;
1;België;Buissonville;;;E5.2019020000;N50.2163740000;9;
1;België;Ave-et-Auffe;;;E5.1429580000;N50.1085680000;9;
1;België;Willerzie;;;E4.8479060000;N49.9869940000;9;
1;België;Vencimont;;;E4.9216610000;N50.0320440000;9;
1;België;Sart-Custinne;;;E4.9167130000;N50.0014090000;9;
1;België;Rienne;;;E4.8885930000;N49.9928800000;9;
1;België;Patignies;;;E4.9512730000;N50.0003490000;9;
1;België;Malvoisin;;;E4.9601700000;N50.0117440000;9;
1;België;Louette-Saint-Pierre;;;E4.9274000000;N49.9605610000;9;
1;België;Louette-Saint-Denis;;;E4.9570780000;N49.9584820000;9;
1;België;Houdremont;;;E4.9442420000;N49.9415140000;9;
1;België;Gedinne;;;E4.9368540000;N49.9812970000;9;
1;België;Bourseigne-Vieille;;;E4.8707930000;N50.0225070000;9;
1;België;Bourseigne-Neuve;;;E4.8548730000;N50.0248950000;9;
1;België;Froidfontaine;;;E4.9996450000;N50.0604650000;9;
1;België;Pondrôme;;;E5.0085670000;N50.0995020000;9;
1;België;Martouzin-Neuville;;;E5.0055680000;N50.1173600000;9;
1;België;Focant;;;E5.0377820000;N50.1318120000;9;
1;België;Wiesme;;;E4.9779190000;N50.1485330000;9;
1;België;Winenne;;;E4.8984420000;N50.0996300000;9;
1;België;Wancennes;;;E4.9611080000;N50.0912320000;9;
1;België;Vonêche;;;E4.9791820000;N50.0612460000;9;
1;België;Javingue;;;E4.9270530000;N50.0933420000;9;
1;België;Honnay;;;E5.0398340000;N50.0809210000;9;
1;België;Feschaux;;;E4.9104110000;N50.1507420000;9;
1;België;Felenne;;;E4.8479680000;N50.0695170000;9;
1;België;Dion;;;E4.8886000000;N50.1177780000;9;
1;België;Beauraing;;;E4.9580690000;N50.1093220000;9;
1;België;Baronville;;;E4.9426710000;N50.1276640000;9;
1;België;Wanlin;;;E5.0613730000;N50.1595800000;9;
1;België;Hour;;;E5.0362940000;N50.1609200000;9;
1;België;Custinne;;;E5.0470600000;N50.2108230000;9;
1;België;Celles, Namur;;;E5.0079770000;N50.2287830000;9;
1;België;Mesnil-Saint-Blaise;;;E4.8850010000;N50.1669790000;9;
1;België;Mesnil-Eglise;;;E4.9620660000;N50.1641080000;9;
1;België;Hulsonniaux;;;E4.9475730000;N50.2014730000;9;
1;België;Houyet;;;E5.0115220000;N50.1849760000;9;
1;België;Finnevaux;;;E4.9455000000;N50.1580510000;9;
1;België;Ciergnon;;;E5.0884750000;N50.1667400000;9;
1;België;Petit-Fays;;;E4.9674130000;N49.9018960000;9;
1;België;Oizy;;;E5.0086640000;N49.8936000000;9;
1;België;Naomé;;;E5.0900980000;N49.9224390000;9;
1;België;Monceau-en-Ardenne;;;E4.9854370000;N49.9048560000;9;
1;België;Gros-Fays;;;E4.9833240000;N49.8695730000;9;
1;België;Graide;;;E5.0667410000;N49.9514560000;9;
1;België;Cornimont;;;E4.9983800000;N49.8624710000;9;
1;België;Bièvre;;;E5.0164050000;N49.9413730000;9;
1;België;Bellefontaine, Namur;;;E4.9727820000;N49.9177160000;9;
1;België;Baillamont;;;E5.0265040000;N49.8995760000;9;
1;België;Vresse-sur-Semois;;;E4.9324780000;N49.8725740000;9;
1;België;Sugny;;;E4.9015890000;N49.8143970000;9;
1;België;Pussemange;;;E4.8696990000;N49.8112530000;9;
1;België;Orchimont;;;E4.9272900000;N49.8935910000;9;
1;België;Nafraiture;;;E4.9172900000;N49.9105590000;9;
1;België;Mouzaive;;;E4.9655630000;N49.8536120000;9;
1;België;Membre;;;E4.9013310000;N49.8662230000;9;
1;België;Laforêt;;;E4.9295390000;N49.8626880000;9;
1;België;Chairière;;;E4.9470890000;N49.8615310000;9;
1;België;Bohan;;;E4.8856280000;N49.8641090000;9;
1;België;Bagimont;;;E4.8752850000;N49.8243530000;9;
1;België;Alle;;;E4.9710510000;N49.8417380000;9;
1;België;Agimont;;;E4.7937840000;N50.1642400000;9;
1;België;Heer;;;E4.8312910000;N50.1625590000;9;
1;België;Blaimont;;;E4.8353520000;N50.1927330000;9;
1;België;Hastière-par-Delà;;;E4.8287200000;N50.2148610000;9;
1;België;Waulsort;;;E4.8644500000;N50.2050170000;9;
1;België;Hermeton-sur-Meuse;;;E4.8151740000;N50.1952500000;9;
1;België;Hastière-Lavaux;;;E4.8247980000;N50.2170490000;9;
1;België;Hastière;;;E4.8262000000;N50.1979860000;9;
1;België;Warnant;;;E4.8322260000;N50.3218660000;9;
1;België;Sosoye;;;E4.7819500000;N50.2957430000;9;
1;België;Haut-le-Wastia;;;E4.8427420000;N50.3054780000;9;
1;België;Denée;;;E4.7497430000;N50.3167110000;9;
1;België;Bioul;;;E4.7987230000;N50.3336600000;9;
1;België;Annevoie-Rouillon;;;E4.8413000000;N50.3430480000;9;
1;België;Anhée;;;E4.8785850000;N50.3103440000;9;
1;België;Yvoir;;;E4.8785780000;N50.3265110000;9;
1;België;Spontin;;;E5.0058660000;N50.3219710000;9;
1;België;Purnode;;;E4.9439920000;N50.3121700000;9;
1;België;Mont, Namur;;;E4.9014190000;N50.3534710000;9;
1;België;Houx;;;E4.8980850000;N50.3028470000;9;
1;België;Godinne;;;E4.8663530000;N50.3496750000;9;
1;België;Evrehailles;;;E4.9121380000;N50.3196850000;9;
1;België;Durnal;;;E4.9847430000;N50.3365130000;9;
1;België;Dorinne;;;E4.9728220000;N50.3159820000;9;
1;België;Gerin;;;E4.8157310000;N50.2464650000;9;
1;België;Weillen;;;E4.8237600000;N50.2601660000;9;
1;België;Sommière;;;E4.8482710000;N50.2768270000;9;
1;België;Falaën;;;E4.7937980000;N50.2787960000;9;
1;België;Serville;;;E4.7733550000;N50.2514170000;9;
1;België;Onhaye;;;E4.8399520000;N50.2399610000;9;
1;België;Anthée;;;E4.7622800000;N50.2403300000;9;
1;België;Foy-Notre-Dame;;;E4.9890730000;N50.2471350000;9;
1;België;Sorinnes;;;E4.9826310000;N50.2596210000;9;
1;België;Thynes;;;E4.9849900000;N50.2802750000;9;
1;België;Lisogne;;;E4.9712150000;N50.2808680000;9;
1;België;Furfooz;;;E4.9601480000;N50.2227490000;9;
1;België;Falmignoul;;;E4.8915700000;N50.2036240000;9;
1;België;Falmagne;;;E4.8972010000;N50.1997730000;9;
1;België;Dréhance;;;E4.9386150000;N50.2366010000;9;
1;België;Dinant;;;E4.9121850000;N50.2606080000;9;
1;België;Bouvignes-sur-Meuse;;;E4.8974710000;N50.2726750000;9;
1;België;Anseremme;;;E4.9075290000;N50.2384170000;9;
1;België;Tillier;;;E4.9459060000;N50.5445460000;9;
1;België;Pontillas;;;E5.0225570000;N50.5469150000;9;
1;België;Noville-les-Bois;;;E4.9856090000;N50.5570570000;9;
1;België;Marchovelette;;;E4.9400520000;N50.5252860000;9;
1;België;Hingeon;;;E5.0068940000;N50.5236270000;9;
1;België;Hemptinne (Fernelmont);;;E4.9912010000;N50.6005010000;9;
1;België;Franc-Waret;;;E4.9777150000;N50.5201150000;9;
1;België;Forville;;;E5.0023560000;N50.5748460000;9;
1;België;Fernelmont;;;E4.9857190000;N50.5616430000;9;
1;België;Cortil-Wodon;;;E4.9583660000;N50.5678250000;9;
1;België;Bierwart;;;E5.0363690000;N50.5559580000;9;
1;België;Waillet;;;E5.3054250000;N50.2600630000;9;
1;België;Somme-Leuze;;;E5.3668340000;N50.3367050000;9;
1;België;Sinsin;;;E5.2603700000;N50.2756440000;9;
1;België;Noiseux;;;E5.3746770000;N50.2990910000;9;
1;België;Nettinne;;;E5.2623980000;N50.2913950000;9;
1;België;Hogne;;;E5.2799430000;N50.2491610000;9;
1;België;Heure, Namur;;;E5.2958660000;N50.2937630000;9;
1;België;Bonsin;;;E5.3807550000;N50.3724480000;9;
1;België;Baillonville;;;E5.3369310000;N50.2883210000;9;
1;België;Miécret;;;E5.2516920000;N50.3683730000;9;
1;België;Maffe;;;E5.3116760000;N50.3538390000;9;
1;België;Méan;;;E5.3341480000;N50.3619240000;9;
1;België;Verlée;;;E5.2745450000;N50.3643830000;9;
1;België;Porcheresse, Namur;;;E5.2378370000;N50.3374200000;9;
1;België;Jeneffe, Namur;;;E5.2449510000;N50.3553900000;9;
1;België;Havelange;;;E5.2416420000;N50.3876490000;9;
1;België;Flostoy;;;E5.1835410000;N50.3881120000;9;
1;België;Barvaux-Condroz;;;E5.2609270000;N50.3289660000;9;
1;België;Schaltin;;;E5.1235250000;N50.3582820000;9;
1;België;Emptinne;;;E5.1212890000;N50.3247910000;9;
1;België;Achet;;;E5.1749190000;N50.3329930000;9;
1;België;Scy;;;E5.2091700000;N50.3074620000;9;
1;België;Mohiville;;;E5.1909460000;N50.3199330000;9;
1;België;Natoye;;;E5.0644560000;N50.3351980000;9;
1;België;Hamois;;;E5.1605670000;N50.3412900000;9;
1;België;Jallet;;;E5.1928620000;N50.4462000000;9;
1;België;Goesnes;;;E5.2209490000;N50.4399110000;9;
1;België;Perwez-Haillot;;;E5.1710620000;N50.4529630000;9;
1;België;Haillot;;;E5.1493990000;N50.4406920000;9;
1;België;Ohey;;;E5.1207430000;N50.4357430000;9;
1;België;Evelette;;;E5.1737050000;N50.4119220000;9;
1;België;Sorée;;;E5.1254170000;N50.3993460000;9;
1;België;Mozet;;;E4.9858720000;N50.4410070000;9;
1;België;Haltinne;;;E5.0786480000;N50.4518120000;9;
1;België;Gesves;;;E5.0753320000;N50.4024330000;9;
1;België;Faulx-les-Tombes;;;E5.0250460000;N50.4264480000;9;
1;België;Courrière;;;E4.9847150000;N50.3778950000;9;
1;België;Florée;;;E5.0701700000;N50.3728510000;9;
1;België;Sorinne-la-Longue;;;E5.0254890000;N50.3893310000;9;
1;België;Crupet;;;E4.9605570000;N50.3484540000;9;
1;België;Sart-Bernard;;;E4.9498580000;N50.4050700000;9;
1;België;Maillen;;;E4.9703050000;N50.3780380000;9;
1;België;Assesse;;;E5.0222040000;N50.3717200000;9;
1;België;Waret-la-Chaussée;;;E4.9283770000;N50.5440010000;9;
1;België;Upigny;;;E4.8722390000;N50.5716170000;9;
1;België;Taviers, Namur;;;E4.9307080000;N50.6170580000;9;
1;België;Saint-Germain;;;E4.8423500000;N50.5726930000;9;
1;België;Noville-sur-Méhaigne;;;E4.8905200000;N50.6079350000;9;
1;België;Mehaigne;;;E4.8756820000;N50.5938060000;9;
1;België;Longchamps, Namur;;;E4.8967470000;N50.5772160000;9;
1;België;Liernu;;;E4.8267340000;N50.5841810000;9;
1;België;Leuze, Namur;;;E4.9099840000;N50.5600880000;9;
1;België;Hanret;;;E4.9450350000;N50.5842880000;9;
1;België;Eghezée;;;E4.9064550000;N50.5917190000;9;
1;België;Dhuy;;;E4.8592150000;N50.5596410000;9;
1;België;Branchon;;;E4.9725300000;N50.6291820000;9;
1;België;Boneffe;;;E4.9575920000;N50.6253800000;9;
1;België;Bolinne;;;E4.9284970000;N50.6009710000;9;
1;België;Aische-en-Refail;;;E4.8357290000;N50.5998600000;9;
1;België;Vezin;;;E5.0070430000;N50.4947630000;9;
1;België;Thon;;;E5.0120220000;N50.4641170000;9;
1;België;Seilles;;;E5.0780070000;N50.5002030000;9;
1;België;Sclayn;;;E5.0277060000;N50.4896120000;9;
1;België;Namêche;;;E4.9948450000;N50.4698410000;9;
1;België;Maizeret;;;E4.9789220000;N50.4596240000;9;
1;België;Landenne;;;E5.0632260000;N50.5133300000;9;
1;België;Coutisse;;;E5.1168330000;N50.4629460000;9;
1;België;Bonneville;;;E5.0336190000;N50.4707970000;9;
1;België;Andenne;;;E5.0968910000;N50.4897590000;9;
1;België;Spy;;;E4.7042880000;N50.4822130000;9;
1;België;Saint-Martin;;;E4.6473660000;N50.5009510000;9;
1;België;Onoz;;;E4.6703060000;N50.4925110000;9;
1;België;Moustier-sur-Sambre;;;E4.6976910000;N50.4662220000;9;
1;België;Mornimont;;;E4.7039760000;N50.4553350000;9;
1;België;Jemeppe-sur-Sambre;;;E4.6682640000;N50.4655950000;9;
1;België;Ham-sur-Sambre;;;E4.6734130000;N50.4444290000;9;
1;België;Balâtre;;;E4.6384940000;N50.4985760000;9;
1;België;Rivière;;;E4.8722230000;N50.3580220000;9;
1;België;Profondeville;;;E4.8695410000;N50.3777330000;9;
1;België;Lustin;;;E4.8960320000;N50.3796100000;9;
1;België;Lesve;;;E4.7794120000;N50.3736470000;9;
1;België;Bois-de-Villers;;;E4.8229100000;N50.3884450000;9;
1;België;Arbre, Namur;;;E4.8201550000;N50.3662380000;9;
1;België;Soye, Namur;;;E4.7304220000;N50.4493040000;9;
1;België;Franière;;;E4.7300140000;N50.4404680000;9;
1;België;Floriffoux;;;E4.7696440000;N50.4521050000;9;
1;België;Floreffe;;;E4.7578870000;N50.4350150000;9;
1;België;Tongrinne;;;E4.6241470000;N50.5156890000;9;
1;België;Sombreffe;;;E4.6008690000;N50.5229840000;9;
1;België;Ligny;;;E4.5749140000;N50.5120270000;9;
1;België;Boignée;;;E4.6140590000;N50.5018640000;9;
1;België;Saint-Denis-Bovesse;;;E4.7848510000;N50.5354650000;9;
1;België;Meux;;;E4.8010080000;N50.5518940000;9;
1;België;Bovesse;;;E4.7783830000;N50.5175910000;9;
1;België;Warisoulx;;;E4.8612650000;N50.5341810000;9;
1;België;Villers-lez-Heest;;;E4.8455240000;N50.5299190000;9;
1;België;Rhisnes;;;E4.8036960000;N50.5049000000;9;
1;België;La Bruyère;;;E4.8214380000;N50.5301240000;9;
1;België;Emines;;;E4.8411540000;N50.5152270000;9;
1;België;Vitrival;;;E4.6568760000;N50.3938270000;9;
1;België;Sart-Saint-Laurent;;;E4.7416130000;N50.4022460000;9;
1;België;Sart-Eustache;;;E4.5989100000;N50.3760870000;9;
1;België;Le Roux;;;E4.6237090000;N50.3889570000;9;
1;België;Fosses-la-Ville;;;E4.6970750000;N50.3971290000;9;
1;België;Aisemont;;;E4.6513310000;N50.4046870000;9;
1;België;Velaine-sur-Sambre;;;E4.6169790000;N50.4684310000;9;
1;België;Tamines;;;E4.6116400000;N50.4316250000;9;
1;België;Sambreville;;;E4.6219640000;N50.4459650000;9;
1;België;Moignelée;;;E4.5857530000;N50.4383220000;9;
1;België;Keumiée;;;E4.5944400000;N50.4648710000;9;
1;België;Falisolle;;;E4.6212810000;N50.4184700000;9;
1;België;Auvelais;;;E4.6350160000;N50.4469500000;9;
1;België;Arsimont;;;E4.6379140000;N50.4266650000;9;
1;België;Mazy;;;E4.6770710000;N50.5115880000;9;
1;België;Isnes;;;E4.7290720000;N50.5062000000;9;
1;België;Corroy-le-Château;;;E4.6588370000;N50.5361960000;9;
1;België;Bothey;;;E4.6526180000;N50.5218160000;9;
1;België;Bossière;;;E4.6968330000;N50.5184710000;9;
1;België;Grand-Leez;;;E4.7656630000;N50.5817820000;9;
1;België;Sauvenière;;;E4.7240750000;N50.5812550000;9;
1;België;Lonzée;;;E4.7263070000;N50.5530110000;9;
1;België;Grand-Manil;;;E4.6826730000;N50.5572330000;9;
1;België;Gembloux;;;E4.6937500000;N50.5612080000;9;
1;België;Ernage;;;E4.6741630000;N50.5939300000;9;
1;België;Beuzet;;;E4.7417010000;N50.5329190000;9;
1;België;Loyers;;;E4.9503560000;N50.4639020000;9;
1;België;Lives-sur-Meuse;;;E4.9252310000;N50.4652890000;9;
1;België;Erpent;;;E4.9071520000;N50.4510110000;9;
1;België;Wierde;;;E4.9504470000;N50.4248910000;9;
1;België;Wépion;;;E4.8712430000;N50.4197520000;9;
1;België;Naninne;;;E4.9194700000;N50.4182750000;9;
1;België;Jambes;;;E4.8681710000;N50.4578100000;9;
1;België;Dave;;;E4.8867500000;N50.4151200000;9;
1;België;Marche-les-Dames;;;E4.9720170000;N50.4938870000;9;
1;België;Gelbressée;;;E4.9540280000;N50.5098000000;9;
1;België;Cognelée;;;E4.9038780000;N50.5140860000;9;
1;België;Boninne;;;E4.9272260000;N50.4952460000;9;
1;België;Vedrin;;;E4.8725940000;N50.5036360000;9;
1;België;Temploux;;;E4.7509100000;N50.4833180000;9;
1;België;Suarlée;;;E4.7797800000;N50.4805880000;9;
1;België;Malonne;;;E4.7947120000;N50.4360660000;9;
1;België;Flawinne;;;E4.7981760000;N50.4605600000;9;
1;België;Daussoulx;;;E4.8757260000;N50.5166590000;9;
1;België;Champion;;;E4.9014510000;N50.4975350000;9;
1;België;Bouge;;;E4.8946540000;N50.4721430000;9;
1;België;Saint-Marc;;;E4.8473850000;N50.4931290000;9;
1;België;Saint-Servais;;;E4.8415270000;N50.4752550000;9;
1;België;Belgrade;;;E4.8259740000;N50.4715080000;9;
1;België;Namur;;;E4.8604300000;N50.4640740000;9;
1;België;Beez;;;E4.9218060000;N50.4687500000;9;
1;België;Soy;;;E5.5109110000;N50.2856280000;9;
1;België;Mormont;;;E5.5929950000;N50.3254260000;9;
1;België;Erezée;;;E5.5585810000;N50.2921540000;9;
1;België;Amonines;;;E5.5558760000;N50.2658410000;9;
1;België;Marenne;;;E5.4165480000;N50.2424470000;9;
1;België;Hotton;;;E5.4465490000;N50.2677100000;9;
1;België;Hampteau;;;E5.4726030000;N50.2577950000;9;
1;België;Fronville;;;E5.4225320000;N50.2941150000;9;
1;België;Rendeux;;;E5.5039370000;N50.2338120000;9;
1;België;Marcourt;;;E5.5280560000;N50.2144570000;9;
1;België;Hodister;;;E5.4955150000;N50.2006740000;9;
1;België;Beffe;;;E5.5235120000;N50.2449720000;9;
1;België;Halleux;;;E5.5011280000;N50.1712220000;9;
1;België;Hives;;;E5.5786850000;N50.1500310000;9;
1;België;Ortho;;;E5.6129230000;N50.1248740000;9;
1;België;Samrée;;;E5.6393700000;N50.2086310000;9;
1;België;La-Roche-en-Ardenne;;;E5.5756900000;N50.1827440000;9;
1;België;Beausaint;;;E5.5527220000;N50.1696750000;9;
1;België;Erneuville;;;E5.5510810000;N50.1137430000;9;
1;België;Champlon;;;E5.5021090000;N50.1075560000;9;
1;België;Tenneville;;;E5.5241940000;N50.0921520000;9;
1;België;Vaux-Chavanne;;;E5.6970760000;N50.3023900000;9;
1;België;Odeigne;;;E5.6824790000;N50.2575320000;9;
1;België;Manhay;;;E5.6756840000;N50.2923030000;9;
1;België;Malempré;;;E5.7155790000;N50.2812900000;9;
1;België;Harre;;;E5.6580860000;N50.3511980000;9;
1;België;Grandmenil;;;E5.6583150000;N50.2918150000;9;
1;België;Dochamps;;;E5.6220690000;N50.2344810000;9;
1;België;Masbourg;;;E5.3119250000;N50.1125630000;9;
1;België;Lesterny;;;E5.2815060000;N50.1125960000;9;
1;België;Forrières;;;E5.2770190000;N50.1321310000;9;
1;België;Ambly;;;E5.3130650000;N50.1419670000;9;
1;België;Grune;;;E5.3812810000;N50.1566550000;9;
1;België;Bande;;;E5.4154420000;N50.1669670000;9;
1;België;Nassogne;;;E5.3406280000;N50.1286240000;9;
1;België;Harsin;;;E5.3496160000;N50.1727690000;9;
1;België;Villers-Sainte-Gertrude;;;E5.5788530000;N50.3608490000;9;
1;België;Tohogne;;;E5.4801310000;N50.3798060000;9;
1;België;Izier;;;E5.5793400000;N50.3838000000;9;
1;België;Heyd;;;E5.5599130000;N50.3467040000;9;
1;België;Borlon;;;E5.4051210000;N50.3790760000;9;
1;België;Bomal-sur-Ourthe;;;E5.5239400000;N50.3768150000;9;
1;België;Bende;;;E5.4139220000;N50.4174110000;9;
1;België;Wéris;;;E5.5303760000;N50.3262310000;9;
1;België;Septon;;;E5.4228580000;N50.3566020000;9;
1;België;Grandhan;;;E5.4080850000;N50.3298780000;9;
1;België;Durbuy;;;E5.4565090000;N50.3528180000;9;
1;België;Barvaux-sur-Ourthe;;;E5.4931210000;N50.3505200000;9;
1;België;Porcheresse, Luxembourg;;;E5.0870920000;N49.9778160000;9;
1;België;Haut-Fays;;;E5.0179000000;N50.0013440000;9;
1;België;Gembes;;;E5.0633330000;N49.9967190000;9;
1;België;Daverdisse;;;E5.1180600000;N50.0210510000;9;
1;België;Tellin;;;E5.2166120000;N50.0811880000;9;
1;België;Resteigne;;;E5.1770090000;N50.0826010000;9;
1;België;Grupont;;;E5.2801110000;N50.0926340000;9;
1;België;Bure;;;E5.2598160000;N50.0887960000;9;
1;België;Lomprez;;;E5.0924560000;N50.0764090000;9;
1;België;Halma;;;E5.1359760000;N50.0751610000;9;
1;België;Chanly;;;E5.1564630000;N50.0788720000;9;
1;België;Wellin;;;E5.1137670000;N50.0815880000;9;
1;België;Sohier;;;E5.0708520000;N50.0687720000;9;
1;België;Waha;;;E5.3432070000;N50.2119550000;9;
1;België;Roy;;;E5.4094240000;N50.1880840000;9;
1;België;On;;;E5.2886530000;N50.1721370000;9;
1;België;Marche-en-Famenne;;;E5.3443150000;N50.2285820000;9;
