3;USA;Guam;Guam;Tijera;E144.661;N13.3983;12;
3;USA;Guam;Guam;Toa;E144.674;N13.2558;12;
3;USA;Guam;Guam;Toto;E144.779;N13.4653;12;
3;USA;Guam;Guam;Tres Reyes;E144.769;N13.4006;12;
3;USA;Guam;Guam;Tumalaglago;E144.661;N13.3964;12;
3;USA;Guam;Guam;Tumon Chama;E144.748;N13.2803;12;
3;USA;Guam;Guam;Tumon Heights;E144.785;N13.4953;12;
3;USA;Guam;Guam;Tumon;E144.801;N13.5069;12;
3;USA;Guam;Guam;Tutujan;E144.741;N13.4614;12;
3;USA;Guam;Guam;Umatac;E144.659;N13.2981;12;
3;USA;Guam;Guam;Ungaguan;E144.801;N13.4681;12;
3;USA;Guam;Guam;Upper Kaiser;E144.841;N13.5261;12;
3;USA;Guam;Guam;Utan;E144.764;N13.4672;12;
3;USA;Guam;Guam;Wettengel Junction;E144.821;N13.5222;12;
3;USA;Guam;Guam;Windward Hills Subdivision;E144.747;N13.3778;12;
3;USA;Guam;Guam;Witek Junction;E144.77;N13.3856;12;
3;USA;Guam;Guam;Yabai;E144.75;N13.285;12;
3;USA;Guam;Guam;Yigo Estates;E144.898;N13.5467;12;
3;USA;Guam;Guam;Yigo;E144.886;N13.5344;12;
3;USA;Guam;Guam;Yona;E144.773;N13.4097;12;
3;USA;Guam;Guam;Ypan;E144.767;N13.3464;12;
3;USA;Guam;Guam;Ypaopao Estates;E144.86;N13.5217;12;
